,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,geometry,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address,Street_Name,Zip_Codes
33,25,Oberstettenstrasse,as1,Jonschwil,2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2723778,10110897,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
34,9,Geissberg,as1,Bütschwil-Ganterschwil,2,AF55E573882DD3E9E05329B9D80A33BE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2685859,1246499,ZH,261,2020,9,September,septembre,Settembre,September,aw401,Montag,lundi,Lunedí,Monday,12,12h-13h,,47.36374189,8.575255365,POINT (8.575255365377272 47.36374189028238),1246499,2725003,10181958,"47.36374189028238,8.575255365377272","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",Witikonerstrasse,8032
35,7,Chemin de Neyruz,as1,Riaz,2,9C8E8953771D9DA6E05329B9D80A054F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2520992,1166018,VD,5491,2020,1,Januar,janvier,Gennaio,January,aw402,Dienstag,mardi,Martedì,Tuesday,7,07h-08h,,46.64071634,6.406714557,POINT (6.406714557055111 46.64071633854741),1166018,2568628,10068008,"46.640716338547406,6.4067145570551105","Route du Mollendruz, Mont-la-Ville, District de Morges, Vaud, 1148, Schweiz/Suisse/Svizzera/Svizra", Route du Mollendruz,1148
36,5,Unterholzstrasse,as1,Meikirch,2,1EAC510948EC013EE0530A83942745FD,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2689100,1206095,SZ,1364,2015,9,September,septembre,Settembre,September,aw404,Donnerstag,jeudi,Giovedì,Thursday,17,17h-18h,,46.99992985,8.610169305,POINT (8.610169305467434 46.99992985276475),1206095,2595600,10008902,"46.99992985276475,8.610169305467434","Brunnen Bahnhof, Schwyzerstrasse, Herrenmatt, Brunnen, Ingenbohl, Schwyz, 6440, Schweiz/Suisse/Svizzera/Svizra", Schwyzerstrasse,6440
37,3,Schalchenstrasse,as1,Pfäffikon,2,36F72F66339701BCE0530A839427BACF,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2607921,1250708,SO,2613,2016,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,,47.40714012,7.543566989,POINT (7.543566988628456 47.40714012110105),1250708,2704859,10109338,"47.40714012110105,7.543566988628456","2, Alice Vogt-Strasse, Breitenbach, Bezirk Thierstein, Amtei Dorneck-Thierstein, Solothurn, 4226, Schweiz/Suisse/Svizzera/Svizra", Alice Vogt-Strasse,4226
38,49,Oberdorfweg,as1,Ebnat-Kappel,2,9D1DC1EE0F79402DE05329B9D80A7C51,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2594706,1236627,BE,700,2019,10,Oktober,octobre,Ottobre,October,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,,47.28051578,7.368654531,POINT (7.368654530878309 47.28051577883506),1236627,2727157,10225111,"47.28051577883506,7.368654530878309","12, Rue du Stand, Vieille Ville, Moutier, Arrondissement administratif du Jura bernois, Région administrative du Jura bernois, Bern/Berne, 2740, Schweiz/Suisse/Svizzera/Svizra", Rue du Stand,2740
39,41,Chemin des Sources,as1,Féchy,2,1E0BCD6AE54800B6E0530A839427126F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2733454,1148762,GR,3822,2015,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,15,15h-16h,,46.4768833,9.176503675,POINT (9.176503674675867 46.47688329698776),1148762,2517527,10044973,"46.47688329698776,9.176503674675867","strada del Pass, Ca de Mucia, San Bernardino, Mesocco, Moësa, Graubünden/Grischun/Grigioni, 6565, Schweiz/Suisse/Svizzera/Svizra", Ca de Mucia,6565
40,36,Dörfli,as1,Gurzelen,2,5971E32358F901D0E0530A8394271B8B,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2733490,1180915,GR,3988,2017,9,September,septembre,Settembre,September,aw402,Dienstag,mardi,Martedì,Tuesday,16,16h-17h,,46.76603856,9.186298461,POINT (9.186298460984951 46.76603856413806),1180915,2607077,10084218,"46.766038564138064,9.18629846098495","Luven, Ilanz/Glion, Surselva, Graubünden/Grischun/Grigioni, 7141, Schweiz/Suisse/Svizzera/Svizra", Ilanz/Glion,7141
41,47,Kirchweg,as1,Uzwil,2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2728387,10234722,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
42,26,Floraweg,as1,Vilters-Wangs,2,88390694199C4ED4E05329B9D80AF468,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2723957,1210819,GL,1632,2019,5,Mai,mai,Maggio,May,aw401,Montag,lundi,Lunedí,Monday,18,18h-19h,,47.03681638,9.069666854,POINT (9.069666853711503 47.03681638315736),1210819,2752916,10113732,"47.03681638315736,9.069666853711503","14, Kärpfgasse, Büel, Ennenda, Glarus, 8750, Schweiz/Suisse/Svizzera/Svizra", Kärpfgasse,8750
43,45,Chemin de la Pépinière,as1,Jouxtens-Mézery,2,52C4338F3364014AE0530A839427D086,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt431,Autostrasse,semi-autoroute,Semiautostrada,Expressway,2738644,1155738,GR,3714,2017,5,Mai,mai,Maggio,May,aw401,Montag,lundi,Lunedí,Monday,13,13h-14h,,46.53856582,9.246158243,POINT (9.246158243004579 46.53856582297495),1155738,2535915,10160364,"46.53856582297495,9.24615824300458","A13, Nufenen, Rheinwald, Viamala, Graubünden/Grischun/Grigioni, 7437, Schweiz/Suisse/Svizzera/Svizra", A13,7437
44,43,Babühlstrasse,as1,Uster,2,AB2717D64FA900C4E0430A83942700C4,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2646167,1244454,AG,4010,2011,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,11,11h-12h,,47.34932398,8.049619082,POINT (8.049619081575631 47.34932398137254),1244454,2698140,10063135,"47.34932398137254,8.049619081575631","Muhenstrasse, Kirchfeld, Oberentfelden, Bezirk Aarau, Aargau, 5036, Schweiz/Suisse/Svizzera/Svizra",Muhenstrasse,5036
45,39,Weideggstrasse,as1,Gossau (SG),2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2737300,10030354,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
46,35,Vue des Alpes,as1,Plateau de Diesse,2,9B9AFA28DD1ECEDDE05329B9D80AAFAB,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2659879,1215670,LU,1024,2019,12,Dezember,décembre,Dicembre,December,aw402,Dienstag,mardi,Martedì,Tuesday,17,17h-18h,,47.08933297,8.22725174,POINT (8.227251739856806 47.08933297100589),1215670,2576352,10012614,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra", Luzernstrasse,6206
47,33,Storchenstrasse,as1,St. Gallen,2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2747287,10073241,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
48,31,Venelle des Moulins,as1,Val-de-Ruz,2,ABF59DA165F7EA82E05329B9D80AAA40,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2687099,1213736,SZ,1374,2020,8,August,août,Agosto,August,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,,47.06891925,8.585330847,POINT (8.585330847250013 47.06891924695569),1213736,2564679,10178382,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra", Wildspitzstrasse,6416
49,29,Postweg,as1,Glarus,2,ABF59DA165F7EA82E05329B9D80AAA40,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2687099,1213736,SZ,1374,2020,8,August,août,Agosto,August,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,,47.06891925,8.585330847,POINT (8.585330847250013 47.06891924695569),1213736,2722867,10064422,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra", Wildspitzstrasse,6416
50,2413,Achra,as1,Staldenried,1,A246EA878EB6B0D0E0430A865E33B0D0,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2492918,1120149,GE,6638,2011,4,April,avril,Aprile,April,aw406,Samstag,samedi,Sabato,Saturday,13,13h-14h,,46.22424468,6.050718585,POINT (6.05071858487166 46.22424467782203),1120149,2634346,10098912,"46.22424467782203,6.05071858487166","Route du Mandement, ZIMEYSA, Bourdigny Dessous, Satigny, Genève, 1242, Schweiz/Suisse/Svizzera/Svizra", Route du Mandement,1242
51,2409,Abendstrasse,as1,Wilchingen,1,99D8ACFA14F810D2E0430A865E3310D2,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2698050,1280435,TG,4536,2011,1,Januar,janvier,Gennaio,January,aw404,Donnerstag,jeudi,Giovedì,Thursday,5,05h-06h,,47.66721351,8.744090364,POINT (8.744090364028212 47.66721350516971),1280435,2677128,10091403,"47.66721350516971,8.744090364028212","1, Trüllikerstrasse, Basadingen, Basadingen-Schlattingen, Neunforn, Bezirk Frauenfeld, Thurgau, 8254, Schweiz/Suisse/Svizzera/Svizra", Trüllikerstrasse,8254
52,2412,Abschlagen,as1,Ebnat-Kappel,1,E97BCDF9A5140052E0430A8394271835,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2755772,1232158,SG,3274,2013,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,17,17h-18h,,47.22197912,9.495479736,POINT (9.49547973643018 47.22197911786242),1232158,2727580,10058437,"47.221979117862425,9.49547973643018","Sennwalderstrasse, Haag, Sennwald, Wahlkreis Werdenberg, Sankt Gallen, 9469, Schweiz/Suisse/Svizzera/Svizra",Sennwalderstrasse,9469
53,2411,Abendweg,as1,Schötz,1,598D3BDDDD5F01DEE0530A83942758D6,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2672375,1224557,AG,4237,2017,8,August,août,Agosto,August,aw407,Sonntag,dimanche,Domenica,Sunday,2,02h-03h,,47.16801715,8.39323602,POINT (8.393236019959032 47.16801715073544),1224557,2641383,10088010,"47.16801715073544,8.393236019959032","Hauptstrasse, Wyden, Oberrüti, Bezirk Muri, Aargau, 5647, Schweiz/Suisse/Svizzera/Svizra",Hauptstrasse,5647
54,2410,Abendweg,as1,Ingenbohl,1,78F2F0D9DFDC0138E0530A83942757B5,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2648865,1206073,LU,1002,2018,10,Oktober,octobre,Ottobre,October,aw404,Donnerstag,jeudi,Giovedì,Thursday,7,07h-08h,,47.00391441,8.081167476,POINT (8.081167475979102 47.00391441486),1206073,2688667,10017448,"47.00391441486,8.081167475979102","Renggstrasse, Rengg, Entlebuch, Luzern, 6162, Schweiz/Suisse/Svizzera/Svizra",Renggstrasse,6162
55,2427,Altweierstrasse,as1,Wiesendangen,1,C231D9CED7D5019CE0430A8394270ED9,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2667112,1263687,AG,4312,2012,5,Mai,mai,Maggio,May,aw401,Montag,lundi,Lunedí,Monday,16,16h-17h,,47.52049736,8.329683722,POINT (8.329683721935746 47.52049736128291),1263687,2701661,10173086,"47.520497361282914,8.329683721935746","Lengnau, Bezirk Zurzach, Aargau, 5426, Schweiz/Suisse/Svizzera/Svizra", Bezirk Zurzach,5426
56,2408,Aavorstadt,as1,Lenzburg,1,6BAC836296600000E0530A839427BADB,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2679968,1248683,ZH,261,2018,4,April,avril,Aprile,April,aw405,Freitag,vendredi,Venerdì,Friday,10,10h-11h,,47.38412468,8.497668326,POINT (8.497668326098442 47.38412467580955),1248683,2655878,10035077,"47.38412467580955,8.497668326098442","558, Badenerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra", Badenerstrasse,8047
57,2407,Aastockstrasse,as1,Flawil,1,F6620507B9DA0200E0430A839427D130,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2624614,1251945,BL,2886,2014,1,Januar,janvier,Gennaio,January,aw405,Freitag,vendredi,Venerdì,Friday,11,11h-12h,,47.41785491,7.764793406,POINT (7.76479340555764 47.41785491370928),1251945,2733198,10229960,"47.41785491370928,7.76479340555764","33, Frenkenstrasse, Hölstein, Bezirk Waldenburg, Basel-Landschaft, 4434, Schweiz/Suisse/Svizzera/Svizra", Frenkenstrasse,4434
